id	old_offset	pointer_offset	new_offset	new_runtime	bytes_cp932_with_null	old_marker	translation
BTL_0217	0x209230	0x209318	0x224160	0x008D8060	17	too_small_9	／　Ａｉｒ　ＯＫ
BTL_0218	0x209250	0x20931C	0x224180	0x008D8080	35	written	／　Ｎｏｒｍａｌ　Ｕｌｔｉｍａｔｅ
BTL_0219	0x209270	0x209320	0x2241B0	0x008D80B0	39	written	／　Ｃｏｍｅｂａｃｋ　Ｕｌｔｉｍａｔｅ
BTL_0220	0x209290	0x209324	0x2241E0	0x008D80E0	41	written	／　Ａｗａｋｅｎｉｎｇ　Ｕｌｔｉｍａｔｅ
BTL_0221	0x2092B0	0x209328	0x224210	0x008D8110	31	written	／　Ｔｅａｍ　Ｕｌｔｉｍａｔｅ
BTL_0222	0x209330	0x209610	0x224230	0x008D8130	27	written	（Ｄｕｒｉｎｇ　Ｊｕｍｐ）
BTL_0223	0x209350	0x209614	0x224250	0x008D8150	45	written	（Ｉｎ　ｆｒｏｎｔ　ｏｆ　ｏｐｐｏｎｅｎｔ）
BTL_0224	0x209380	0x209618	0x224280	0x008D8180	37	written	Ｂａｃｋ　Ｄｉｒｅｃｔｉｏｎ　Ｋｅｙ
BTL_0225	0x2093B0	0x20961C	0x2242B0	0x008D81B0	59	written	（Ａｓ　ｔｈｅ　ｏｐｐｏｎｅｎｔ　ａｔｔａｃｋ　ｈｉｔｓ）
BTL_0226	0x209400	0x209620	0x2242F0	0x008D81F0	73	written	（Ｗｈｅｎ　ｔｈｒｏｗｎ，　ａｓ　ｙｏｕ　ｈｉｔ　ｔｈｅ　ｇｒｏｕｎｄ）
BTL_0227	0x209450	0x209624	0x224340	0x008D8240	69	written	（Ｄｉｒｅｃｔｉｏｎ　ｔｈｅ　ｅｎｅｍｙ　ｗａｓ　ｌａｕｎｃｈｅｄ）
BTL_0228	0x2094A0	0x209628	0x224390	0x008D8290	69	written	（Ａｓ　ｔｈｅ　ｅｎｅｍｙ　ｐｕｒｓｕｉｔ　ａｔｔａｃｋ　ｈｉｔｓ）
BTL_0229	0x209500	0x20962C	0x2243E0	0x008D82E0	29	written	（Ｈｏｌｄ　ｂｒｉｅｆｌｙ）
BTL_0230	0x209520	0x209630	0x224400	0x008D8300	31	written	（Ｏｎ　ｔｈｅ　ｇｒｏｕｎｄ）
BTL_0231	0x209540	0x209634	0x224420	0x008D8320	93	written	（Ｄｕｒｉｎｇ　ｈｉｇｈ－ｓｐｅｅｄ　ｍｏｖｅ　ｃｌａｓｈ　ｏｒ　ａｔｔａｃｋ　ｃｌａｓｈ）
BTL_0232	0x2095B0	0x209638	0x224480	0x008D8380	97	written	（Ｍａｎｕａｌ：　ｐｒｅｓｓ　ａｇａｉｎ　ａｆｔｅｒ　ｉｔ　ａｐｐｅａｒｓ　ｔｏ　ａｔｔａｃｋ）
BTL_0233	0x209650	0x21D660	0x2244F0	0x008D83F0	23	written	Ｔｅａｍ　Ａｔｔａｃｋ
BTL_0234	0x209670	0x21D670	0x224510	0x008D8410	23	written	Ｉｔｅｍ　Ｓｅｌｅｃｔ
BTL_0235	0x209690	0x21D680	0x224530	0x008D8430	17	too_small_9	Ｕｓｅ　Ｉｔｅｍ
BTL_0236	0x2096A8	0x21D690	0x224550	0x008D8450	9	too_small_5	Ｊｕｍｐ
BTL_0237	0x2096C0	0x21D6A0	0x224560	0x008D8460	23	written	Ｄｏｕｂｌｅ　Ｊｕｍｐ
BTL_0238	0x2096E0	0x21D6B0	0x224580	0x008D8480	31	written	Ｈｉｇｈ－Ｓｐｅｅｄ　Ｍｏｖｅ
BTL_0239	0x209700	0x21D6C0	0x2245A0	0x008D84A0	17	too_small_9	Ｂａｃｋｓｔｅｐ
BTL_0240	0x209720	0x21D6D0	0x2245C0	0x008D84C0	65	written	Ｓｕｂｓｔｉｔｕｔｉｏｎ　Ｊｕｔｓｕ　（ｕｓｅｓ　Ｃｈａｋｒａ）
BTL_0241	0x209760	0x21D6E0	0x224610	0x008D8510	17	too_small_6	Ｒｅｃｏｖｅｒｙ
BTL_0242	0x209780	0x21D6F0	0x224630	0x008D8530	15	too_small_8	Ｐｕｒｓｕｉｔ
BTL_0243	0x2097A0	0x21D700	0x224640	0x008D8540	31	written	Ｐｕｒｓｕｉｔ　Ｃｏｕｎｔｅｒ
BTL_0244	0x2097D0	0x21D710	0x224660	0x008D8560	27	written	Ｃｈａｒｇｅ　Ｃｈａｋｒａ
BTL_0245	0x2097F0	0x21D720	0x224680	0x008D8580	11	too_small_6	Ｔａｕｎｔ
BTL_0246	0x209810	0x21D730	0x224690	0x008D8590	29	written	Ａｘｉｓ　Ｓｔｅｐ　Ｂａｃｋ
BTL_0247	0x209840	0x21D740	0x2246B0	0x008D85B0	35	written	Ａｘｉｓ　Ｓｔｅｐ　Ｆｏｒｗａｒｄ
BTL_0248	0x209870	0x21D750	0x2246E0	0x008D85E0	23	written	Ｇｕａｒｄ　Ｂｒｅａｋ
BTL_0249	0x209890	0x21D760	0x224700	0x008D8600	37	written	Ａｆｔｅｒｉｍａｇｅ　Ｐｕｒｓｕｉｔ
BTL_0250	0x209C80	0x209CA4	0x224730	0x008D8630	9	too_small_5	Ｅａｓｙ
BTL_0251	0x209C90	0x209CAC	0x224740	0x008D8640	9	too_small_5	Ｈａｒｄ
BTL_0252	0x209CD0	0x209D10	0x224750	0x008D8650	23	too_small_4	Ｕｎａｖａｉｌａｂｌｅ
BTL_0253	0x209CE0	0x209D14	0x224770	0x008D8670	13	too_small_7	Ｒａｎｄｏｍ
BTL_0254	0x209CF0	0x209D18	0x224780	0x008D8680	15	too_small_8	Ｃｏｍｍａｎｄ
BTL_0255	0x209D00	0x209D1C	0x224790	0x008D8690	13	too_small_7	Ｔｉｍｉｎｇ
BTL_0256	0x209D28	0x209D40	0x2247A0	0x008D86A0	17	too_small_6	Ｃｒｉｔｉｃａｌ
BTL_0258	0x209D58	0x209D8C	0x2247C0	0x008D86C0	9	too_small_5	Ｊｕｍｐ
BTL_0259	0x209D68	0x209D90	0x2247D0	0x008D86D0	23	written	Ｄｏｕｂｌｅ　Ｊｕｍｐ
BTL_0260	0x209D98	0x209DCC	0x2247F0	0x008D86F0	21	too_small_6	Ｐｒｏｊｅｃｔｉｌｅ
BTL_0261	0x209DA8	0x209DD0	0x224810	0x008D8710	21	too_small_9	Ｈｉｇｈ－Ｓｐｅｅｄ
BTL_0264	0x209E00	0x209E10	0x224830	0x008D8730	21	written	Ｄｏ　Ｎｏｔ　Ｕｓｅ
BTL_0265	0x209E20	0x20A090	0x224850	0x008D8750	105	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｕｎａｖａｉｌａｂｌｅ＂，　Ｕｌｔｉｍａｔｅｓ　ｃａｎｎｏｔ　ｂｅ　ｕｓｅｄ．
BTL_0266	0x209E90	0x20A094	0x2248C0	0x008D87C0	115	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｒａｎｄｏｍ＂，　ｔｈｅ　ｉｎｐｕｔ　ｂａｔｔｌｅ　ｃｈａｎｇｅｓ　ｅａｃｈ　ｔｉｍｅ．
BTL_0267	0x209F00	0x20A098	0x224940	0x008D8840	113	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｃｏｍｍａｎｄ＂，　ｉｔ　ｂｅｃｏｍｅｓ　ａ　ｂｕｔｔｏｎ　ｉｎｐｕｔ　ｂａｔｔｌｅ．
BTL_0268	0x209F50	0x20A09C	0x2249C0	0x008D88C0	167	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｔｉｍｉｎｇ＂，　ｉｔ　ｂｅｃｏｍｅｓ　ａ　ｃｏｎｔｅｓｔ　ｏｆ　ｐｒｅｓｓｉｎｇ　ｔｈｅ　ｂｕｔｔｏｎ　ｗｉｔｈ　ｇｏｏｄ　ｔｉｍｉｎｇ．
BTL_0269	0x209FB0	0x20A0A0	0x224A70	0x008D8970	159	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｒｏｔａｔｅ＂，　ｉｔ　ｂｅｃｏｍｅｓ　ａ　ｃｏｎｔｅｓｔ　ｏｆ　ｒｏｔａｔｉｎｇ　ｔｈｅ　ｌｅｆｔ　ｏｒ　ｒｉｇｈｔ　ｓｔｉｃｋ．
BTL_0270	0x20A040	0x20A0A4	0x224B10	0x008D8A10	113	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｍａｓｈ＂，　ｉｔ　ｂｅｃｏｍｅｓ　ａ　ｂｕｔｔｏｎ－ｍａｓｈｉｎｇ　ｃｏｎｔｅｓｔ．
BTL_0271	0x20A0B0	0x20A200	0x224B90	0x008D8A90	123	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｎｏｒｍａｌ＂，　ｈｅａｌｔｈ　ｆｕｌｌｙ　ｒｅｃｏｖｅｒｓ　ａｆｔｅｒ　ａ　ｓｅｔ　ｔｉｍｅ．
BTL_0272	0x20A120	0x20A204	0x224C10	0x008D8B10	129	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｈａｌｆ＂，　ｈｅａｌｔｈ　ｒｅｃｏｖｅｒｓ　ｕｐ　ｔｏ　ｈａｌｆ　ａｆｔｅｒ　ａ　ｓｅｔ　ｔｉｍｅ．
BTL_0273	0x20A1A0	0x20A208	0x224CA0	0x008D8BA0	125	written	Ｗｈｅｎ　ｓｅｔ　ｔｏ　＂Ｃｒｉｔｉｃａｌ＂，　ｈｅａｌｔｈ　ａｌｗａｙｓ　ｓｔａｙｓ　ｂａｒｅｌｙ　ａｂｏｖｅ　ｚｅｒｏ．
BTL_0274	0x20A210	0x20A260	0x224D20	0x008D8C20	23	too_small_5	Ｂａｔｔｌｅ　Ｔｉｍｅ
BTL_0277	0x20A240	0x20A274	0x224D40	0x008D8C40	17	too_small_9	Ｈａｎｄｉｃａｐ
BTL_0278	0x20A280	0x20A660	0x224D60	0x008D8C60	79	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｃｈａｎｇｅ　ｂａｔｔｌｅ　ｔｉｍｅ．
BTL_0279	0x20A2E0	0x20A664	0x224DB0	0x008D8CB0	81	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｃｈａｎｇｅ　ＣＯＭ　ｓｔｒｅｎｇｔｈ．
BTL_0280	0x20A340	0x20A668	0x224E10	0x008D8D10	195	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｃｈａｎｇｅ　ｉｔｅｍ　ｓｐａｗｎ　ｒａｔｅ．　Ｈｉｇｈｅｒ　ｓｅｔｔｉｎｇｓ　ｍａｋｅ　ｍｏｒｅ　ｉｔｅｍｓ　ａｐｐｅａｒ　ｄｕｒｉｎｇ　ｂａｔｔｌｅ．
BTL_0281	0x20A430	0x20A66C	0x224EE0	0x008D8DE0	179	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｗｈｅｔｈｅｒ　Ｃｈａｋｒａ　ｄｅｃｒｅａｓｅｓ　ｗｈｅｎ　ｕｓｉｎｇ　Ｎｉｎｊｕｔｓｕ　ａｎｄ　ｓｉｍｉｌａｒ　ａｃｔｉｏｎｓ．
BTL_0283	0x20A560	0x20A674	0x224FA0	0x008D8EA0	177	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｔｈｅ　ｈａｎｄｉｃａｐ．　Ｍｏｒｅ　ｒｅｄ　ｍａｒｋｓ　ｆａｖｏｒ　１Ｐ；　ｍｏｒｅ　ｂｌｕｅ　ｍａｒｋｓ　ｆａｖｏｒ　２Ｐ．
BTL_0286	0x20A758	0x20A7D0	0x225060	0x008D8F60	19	too_small_10	Ｔｅａｍ　Ｍｏｄｅ
BTL_0287	0x20A768	0x20A7D8	0x225080	0x008D8F80	31	written	Ｃｏｍｍａｎｄ　Ｄｉｓｐｌａｙ
BTL_0288	0x20A778	0x20A7DC	0x2250A0	0x008D8FA0	29	written	Ｄａｍａｇｅ　Ｄｉｓｐｌａｙ
BTL_0289	0x20A788	0x20A7E0	0x2250C0	0x008D8FC0	23	too_small_6	Ｇｕｉｄｅ　Ｖｏｉｃｅ
BTL_0290	0x20A798	0x20A7F8	0x2250E0	0x008D8FE0	37	written	Ｓｕｂｓｔｉｔｕｔｉｏｎ　Ｊｕｔｓｕ
BTL_0291	0x20A7A8	0x20A800	0x225110	0x008D9010	31	written	Ｐｕｒｓｕｉｔ　Ｃｏｕｎｔｅｒ
BTL_0292	0x20A810	0x20B070	0x225130	0x008D9030	97	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｔｈｅ　ｐｌａｙｅｒ　ｈｅａｌｔｈ　ｓｔａｔｅ．
BTL_0293	0x20A890	0x20B074	0x2251A0	0x008D90A0	99	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｗｈｅｔｈｅｒ　Ｃｈａｋｒａ　ｄｅｃｒｅａｓｅｓ．
BTL_0294	0x20A900	0x20B078	0x225210	0x008D9110	113	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｈｏｗ　ｔｈｅ　ｐｌａｙｅｒ　Ｔｅａｍ　Ｇａｕｇｅ　ｆｉｌｌｓ．
BTL_0295	0x20A990	0x20B080	0x225290	0x008D9190	111	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｈｏｗ　Ｔｅａｍ　Ａｔｔａｃｋｓ　ａｒｅ　ａｃｔｉｖａｔｅｄ．
BTL_0296	0x20AA10	0x20B084	0x225300	0x008D9200	91	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｉｔｅｍ　ｓｐａｗｎ　ｆｒｅｑｕｅｎｃｙ．
BTL_0297	0x20AA80	0x20B088	0x225360	0x008D9260	107	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｈｏｗ　ｏｒ　ｈｉｄｅ　ｔｈｅ　ｃｏｍｍａｎｄ　ｄｉｓｐｌａｙ．
BTL_0298	0x20AAF0	0x20B08C	0x2253D0	0x008D92D0	125	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｈｏｗ　ｏｒ　ｈｉｄｅ　ｄａｍａｇｅ　ｄｅａｌｔ　ｔｏ　ｔｈｅ　ｏｐｐｏｎｅｎｔ．
BTL_0299	0x20AB90	0x20B090	0x225450	0x008D9350	111	written	Ｐｒｅｓｓ　Ｌｅｆｔ／Ｒｉｇｈｔ　ｔｏ　ｓｅｔ　ｔｈｅ　Ｐｒａｃｔｉｃｅ　ｇｕｉｄｅ　ｎｉｎｊａ　ｖｏｉｃｅ．
BTL_0300	0x20AC20	0x20B098	0x2254C0	0x008D93C0	95	written	Ｓｅｔ　ｔｈｅ　ｓｔｒｅｎｇｔｈ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ｓｅｔ　ｔｏ　ＣＯＭ．
BTL_0301	0x20AC90	0x20B09C	0x225520	0x008D9420	141	written	Ｓｅｔ　ｔｈｅ　ａｔｔａｃｋ　ｐａｔｔｅｒｎ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　Ｓｔａｎｄ，　Ｊｕｍｐ，　ｏｒ　Ｄｏｕｂｌｅ　Ｊｕｍｐ．
BTL_0302	0x20AD30	0x20B0A0	0x2255B0	0x008D94B0	139	written	Ｓｅｔ　ｔｈｅ　ｇｕａｒｄ　ｐａｔｔｅｒｎ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　Ｓｔａｎｄ，　Ｊｕｍｐ，　ｏｒ　Ｄｏｕｂｌｅ　Ｊｕｍｐ．
BTL_0303	0x20ADD0	0x20B0A4	0x225640	0x008D9540	145	written	Ｓｅｔ　ｔｈｅ　ｂｅｈａｖｉｏｒ　ｐａｔｔｅｒｎ　ｕｓｅｄ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　Ｓｔａｎｄ，　Ｊｕｍｐ，　ｏｒ　Ｄｏｕｂｌｅ　Ｊｕｍｐ．
BTL_0304	0x20AE70	0x20B0A8	0x2256E0	0x008D95E0	103	written	Ｓｅｔ　Ｓｕｂｓｔｉｔｕｔｉｏｎ　Ｊｕｔｓｕ　ｆｒｅｑｕｅｎｃｙ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ＣＯＭ．
BTL_0305	0x20AF10	0x20B0AC	0x225750	0x008D9650	103	written	Ｓｅｔ　Ｔｅａｍ　Ａｔｔａｃｋ　ｆｒｅｑｕｅｎｃｙ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ｎｏｔ　Ｍａｎｕａｌ．
BTL_0306	0x20AFC0	0x20B0B0	0x2257C0	0x008D96C0	111	written	Ｓｅｔ　Ｐｕｒｓｕｉｔ　Ｃｏｕｎｔｅｒ　ｆｒｅｑｕｅｎｃｙ　ｗｈｅｎ　Ｓｔａｔｅ　ｉｓ　ｎｏｔ　Ｍａｎｕａｌ．
BTL_0307	0x20B0C0	0x20B450	0x225830	0x008D9730	165	written	Ｓｅｔ　ｔｈｅ　ｏｐｐｏｎｅｎｔ　ｓｔａｔｅ．　Ｉｎ　Ｍａｎｕａｌ，　ｔｈｅｙ　ｃａｎ　ｂｅ　ｃｏｎｔｒｏｌｌｅｄ　ｗｉｔｈ　ａｎｏｔｈｅｒ　ｃｏｎｔｒｏｌｌｅｒ．
BTL_0308	0x20B170	0x20B454	0x2258E0	0x008D97E0	119	written	Ｓｅｔ　ｔｈｅ　ｏｐｐｏｎｅｎｔ　ｓｔａｔｅ．　Ｉｎ　ＣＯＭ，　ｙｏｕ　ｃａｎ　ｆｉｇｈｔ　ｔｈｅ　ｃｏｍｐｕｔｅｒ．
BTL_0309	0x20B210	0x20B458	0x225960	0x008D9860	151	written	Ｓｅｔ　ｔｈｅ　ｏｐｐｏｎｅｎｔ　ｓｔａｔｅ．　Ｉｎ　Ｓｔａｎｄ，　ｔｈｅｙ　ｓｔａｎｄ　ａｎｄ　ｕｓｅ　ｔｈｅ　ａｃｔｉｏｎｓ　ｓｅｔ　ｂｅｌｏｗ．
BTL_0310	0x20B2D0	0x20B45C	0x225A00	0x008D9900	147	written	Ｓｅｔ　ｔｈｅ　ｏｐｐｏｎｅｎｔ　ｓｔａｔｅ．　Ｉｎ　Ｊｕｍｐ，　ｔｈｅｙ　ｊｕｍｐ　ａｎｄ　ｕｓｅ　ｔｈｅ　ａｃｔｉｏｎｓ　ｓｅｔ　ｂｅｌｏｗ．
BTL_0311	0x20B380	0x20B460	0x225AA0	0x008D99A0	175	written	Ｓｅｔ　ｔｈｅ　ｏｐｐｏｎｅｎｔ　ｓｔａｔｅ．　Ｉｎ　Ｄｏｕｂｌｅ　Ｊｕｍｐ，　ｔｈｅｙ　ｄｏｕｂｌｅ－ｊｕｍｐ　ａｎｄ　ｕｓｅ　ｔｈｅ　ａｃｔｉｏｎｓ　ｓｅｔ　ｂｅｌｏｗ．
