patch_id	group_id	default_enabled	status	confidence	name	description	source_mapping_id	runtime_classification	review_notes
UI-ELF-002	front_end	1	runtime_proven	verified	Use localized Options label rectangles	Replace the five Japanese Options-menu and six difficulty-label UV rectangles with the complete official NUN5 English tables used by OPTION.CCS.	UI-OPTION-LAYOUT-001	resident	The live table matched the complete donor block exactly, and the five Options labels plus all four reachable difficulty values rendered with the official English rectangles.
UI-ELF-003	front_end	1	runtime_proven	verified	Route wide difficulty values through the alternate sprite	Match NUN5's Options renderer by using the alternate sprite object for difficulty indices 0, 4, and 5 instead of only 0 and 5.	UI-OPTION-LAYOUT-002	resident	A guarded two-word live write changed the corrupt selected value to a clean centered INSANE label. HARD, EASY, and SIMPLE plus both arrow endpoints were then captured cleanly; the valid index domain is 0..5 and file size is preserved.
UI-BTL-003	battle_ui	1	runtime_proven	verified	Fit localized battle-HUD character names	Cap the battle-HUD character-name display width at 160 pixels, matching NUN5 while preserving the full atlas source rectangle.	UI-BATTLE-NAME-LAYOUT-001	overlay	The official NUN5 renderer applies min(width,160) before the common scale. A guarded live hook in the homologous NA2 path was read back exactly; forcing a 208-pixel source width produced a 160-pixel display width, and restoring the 112-pixel source restored a 112-pixel display width without altering the source rectangle.
UI-BTL-004	battle_ui	1	runtime_proven	verified	Use localized Practice Settings prompt layout	Use the official NUN5 English prompt rectangle and X anchor so the full label and Square icon fit the VS screen.	UI-PRACTICE-LAYOUT-001	overlay	NUN5 FUN_006d4170 obtains rectangle (0,280,176,24) through localized accessor FUN_003d46c0 and draws it at X=100. The homologous NA2 path used static rectangle (1,281,112,22) at X=60. Guarded live writes changed both values; after redraw the object was exactly X=276, Y=356, 176x24, UV (0,280), and the captured prompt matched NUN5 with no clipping.
UI-ELF-004	front_end	1	runtime_proven	verified	Use localized battle-HUD character-name rectangles	Replace the separate 95-entry Japanese battle-HUD UV table with the official NUN5 English table used by CMN/GAUGE.CCS.	UI-BATTLE-NAME-LAYOUT-002	resident	A guarded live write replaced all 760 bytes with exact readback. Naruto and Shikamaru object widths then matched the donor records, and both formerly clipped top-HUD names rendered in full.
UI-BTL-005	battle_ui	1	runtime_proven	verified	Use localized VS confirmation labels, inputs, and prompts	Use the official NUN5 Customize Jutsu, Battle Settings, arrows, input-glyph, Jutsu-label, OK, and Back records with NA2-specific anchor corrections where the two renderers differ.	UI-VS-CONFIRM-LAYOUT-001	overlay	Nineteen guarded live edits restore both Jutsu labels, all three input glyphs, the two-arrow control, the full Battle Settings and Customize Jutsu prompts, and the complete Cross/OK and Triangle/Back legends. NUN5 X=260 works exactly after the final selector correction and is imported as a register-preserving two-byte donor copy. The bottom records are exact NUN5 ELF copies; NA2's redundant regional-icon draws are disabled, and evidence-calibrated X=388/X=462 anchors reproduce NUN5's X=400/X=470 raster positions at dx=0,dy=0. Text/font rendering remains out of scope and no text bytes are changed.
UI-BTL-006	battle_ui	1	runtime_proven	verified	Use localized Round label layout	Replace the two Japanese Round glyphs with the official one-part NUN5 English label and match its position and 1.2 scale.	UI-VS-ROUND-LAYOUT-001	overlay	Eight guarded live writes replaced the two-glyph source with the official 94x30 Round rectangle, disabled the second glyph, and matched NUN5's X, Y, centering, render, and spacing constants. The archived slot-7 capture matches the NUN5 Round label apart from normal pulsation.
UI-BTL-007	battle_ui	1	runtime_proven	verified	Use localized open Jutsu-selector arrows	Omit NA2's two closed-selector horizontal-arrow draws and render the official NUN5 arrow record vertically through a draw-scoped NA2 compatibility helper.	UI-VS-JUTSU-SELECTOR-LAYOUT-001	overlay	Paired code proves NUN5 omits the horizontal draws, imports record (145,385,22,38), and supplies +pi/2/-pi/2. Direct field writes failed because NA2 mode 0 ignores rotation; persistent NUN5-mode transplants damaged unrelated UI. The verified helper instead enables NA2 sprite mode 1 only for one arrow, applies lower flip from the signed angle, draws and flushes before restoring mode 0, and lives inside the replaced dead horizontal blocks rather than the shared header cave. Four angle words and the record are exact NUN5 copies; the scoped helper and call redirects are documented NA2-specific ports. The accepted paired capture has correct upper/lower arrows, no horizontal arrows, no bottom fragment, and no collateral label changes.
UI-BTL-008	battle_ui	1	runtime_proven	verified	Use localized command-list scroll arrows	Copy the official NUN5 vertical-scroll triangle rectangle used by the shared Command Menu and Command Chart renderer.	UI-COMMAND-SCROLL-LAYOUT-001	overlay	NA2 FUN_00878820 and NUN5 homolog FUN_00894f60 each draw one shared TEX_xselect record twice, rotating the first draw by pi. The NA2 record selects imported-atlas garbage at (194,195,20,20); NUN5 selects the orange scroll triangle at (1,225,20,22). Paired Slots 5 and 6 reuse the same runtime sprite object, so one exact donor copy covers both screens. The user verified both Command Menu and Command Chart after the integrated Current build and accepted them as good.
UI-BTL-009	battle_ui	1	runtime_proven	verified	Use localized paired item-status labels	Import the official NUN5 paired item-status records and rank offsets, then port the anisotropic bubble and foreground layout contract without changing NA2's object ABI.	UI-ITEM-PAIR-LAYOUT-001	overlay	The canonical pair path is reconstructed from NA2/NUN5 BTL and boot-ELF homologs. Official NUN5 records 0x8F..0x94 and 0x9B..0x9C plus the complete rank table are copied directly. NA2-specific glue retains NA2's object layout while reproducing donor width scaling, centering, row spacing, rotation, clamp, and common origin. Its foreground helper now takes explicit caller-owned anchor, row, and angle-output arguments so the numeric class can reuse it without changing the accepted pair result. The final settled pair regression remains matched apart from normal pulse timing.
UI-BTL-010	battle_ui	1	runtime_proven	verified	Use localized numeric item-status labels	Import the official NUN5 Health, Chakra, and Recovery records and port the complete numeric top-label, lower-label, and one/two/three-digit layout through the shared NA2-compatible item helper.	UI-ITEM-NUMERIC-LAYOUT-001	overlay	The official NUN5 records are exact donor copies. NUN5 numeric functions FUN_00723360, FUN_00723570, and FUN_00723930 center the localized records, apply code-specific quarter-turns, and position 1/2/3 digit values from a negative-50 X origin. NA2 functions FUN_0070E200, FUN_0070E350, and FUN_0070E660 use an incompatible object ABI, so the implementation passes the donor anchors and rotation through the existing NA2-safe helper and ports the six digit positions into the corrected NA2 coordinate frame. The paired slot-7 regression remains intact, and the numeric slot-3 Health/Chakra/Recovery checkpoint matches NUN5.
UI-BTL-011	battle_ui	1	runtime_proven	high	Use localized single item-status labels	Import the official NUN5 single-status records and port the shared origin, donor width scales, and record-specific quarter-turn without changing NA2's object ABI.	UI-ITEM-SINGLE-LAYOUT-001	overlay	Official NUN5 records 0x96 through 0x9A are copied directly. NA2 and NUN5 use identical object-code-to-record tables, but the single draw functions differ in regional origin and rotation setup. The bounded NA2 port retains the homologous wrapper, moves the origin to NUN5's 0/+33 contract, and restores the quarter-turn only for records 0x82 and 0x99 after resource lookup. Paired Slots 10 and 12 prove ordinary single and poison/status placement; the uncaptured 0x99 branch is verified statically from both complete functions, so confidence remains high rather than verified.
UI-BTL-012	battle_ui	1	runtime_proven	high	Use localized fixed item-status labels	Reuse the donor-backed item records and shared width helper to center both fixed-class labels at NUN5's exact row positions without changing NA2's object ABI.	UI-ITEM-FIXED-LAYOUT-001	overlay	The fixed class always draws records 0x8E and 0x8D, already imported by UI-BTL-009 and UI-BTL-010. NA2 uses regional fixed X/Y offsets; NUN5 centers each record from its live width at +20/+37 Y. Two bounded call-site adaptations reuse the established shared width helper with zero X bias and +2/+17 row bias. A matched synthetic fixed-vtable checkpoint proves identical label-to-bubble centering; confidence remains high because the live object was transformed from a paired notification rather than naturally spawned.
UI-BTL-013	battle_ui	1	runtime_proven	verified	Use localized battle Mash prompt rectangles	Copy the complete official NUN5 English seven-record main-prompt rectangle table used by the battle input overlay.	UI-MASH-PROMPT-LAYOUT-001	overlay	NUN5 routes prompt IDs below 7 through its regional boot-ELF accessor. NA2 instead reads its Japanese BTL table directly, so one guarded donor copy ports all seven regional records without changing the renderer or the adjacent controller-glyph table. A patched paired savestate rendered both Mash labels horizontally at the NUN5 positions; the rejected adjacent-table test corrupted only controller glyphs and is retained as a documented negative result.
UI-ETC-001	shop	1	runtime_proven	verified	Use localized Shop label geometry	Import NUN5's Money, Ryo, and Bonus Game rectangles and homologous placement instructions while retaining NA2's seven-digit value layout.	UI-SHOP-LAYOUT-001	overlay	The Money/Ryo rectangle import and Money X=254, Ryo Y=50, and Bonus Game X=105 donor instructions establish the correct anchors. The newer slot-7 review isolated the remaining right-edge crop to the homologous 16-byte rectangle tables at NA2 ETC 0x30340 / NUN5 ETC 0x29330; their only difference is the Bonus Game label width, 122 versus NUN5's 126 pixels. The guarded donor copy preserves the identical icon rectangle and widens only the label. The user accepted the final paired Shop result on 2026-07-26.
UI-ELF-005	front_end	1	runtime_proven	verified	Use localized Mode Select layout	Copy the official NUN5 English START-label rectangle, port its draw anchor, and reproduce NUN5's effective OK and Back anchors without changing NA2's renderer ABI.	UI-MODE-SELECT-LAYOUT-001	resident	NUN5 Mode Select renderer FUN_003972e0 obtains localized rectangle (1,393,254,26) through accessor FUN_003d4bc0 and draws it at X=150. Its OK and Back calls start at X=400/470 and apply shared regional offsets -12/-8, for effective anchors 388/462. NA2 FUN_00385c00 used static START rectangle (1,397,206,22) at X=130 and passed unadjusted 400/470 prompt anchors. The rectangle is an exact NUN5 donor copy. The START and prompt constants are authored same-register NA2 ports because the homologous NUN5 instruction/register flow and extra offset loads cannot be copied safely into NA2. A guarded task-owned slot-1 state rendered both prompts at +1 X/+1 Y versus NUN5, consistent with normal prompt pulsation. The user accepted the final Mode Select footer on 2026-07-26.
UI-ELF-006	front_end	1	approved_for_test	high	Use localized Controls Vibration-label rectangle	Copy the official NUN5 English Vibration-label rectangle used by the imported common UI atlas over NA2's narrow Japanese rectangle.	UI-CONTROLS-LAYOUT-001	resident	NUN5's localized rectangle table selects (64,88,64,20) for TEX_xmenu, while NA2's static table selects (1,69,42,22). The exact eight-byte donor and destination ranges are statically verified; OFF/On text and font rendering remain out of scope.
UI-ELF-007	front_end	1	runtime_proven	verified	Use localized Character Select footer anchors	Copy NUN5's exact Select Color and Random X-anchor instructions into the homologous NA2 Character Select footer renderer and reproduce NUN5's effective OK and Back anchors without changing NA2's renderer ABI.	UI-CHAR-FOOTER-LAYOUT-001	resident	NA2 FUN_003bc470 draws Random at X=300 and Select Color at X=160; NUN5 homolog FUN_003cf0d0 draws the same imported CHARSEL1.CCS records at X=260 and X=100. Both artwork-anchor instructions retain the same v0 destination register, so exact donor copies are valid. NUN5 also adds regional offsets -12/-8 to nominal OK/Back anchors 400/470; NA2 lacks those additions, so authored same-register constants X=388/X=462 reproduce the effective positions. Guarded task-owned captures place all four footer groups at the NUN5 positions within normal one-pixel pulse variance.
UI-ELF-008	front_end	1	runtime_proven	verified	Use localized shared common prompts	Copy NUN5's exact Next, Triangle icon, Cancel label, and empty-tail records into NA2's shared compositor data, and reproduce NUN5's effective Options-root and Collection-footer anchors without changing NA2's renderer ABI.	UI-COMMON-CANCEL-LAYOUT-001	resident	NA2 FUN_0037c980 case 4 composes three Japanese records totaling 182 logical pixels; NUN5 homolog FUN_0038bb10 case 4 composes localized records 6, 4, and 5 totaling 80 logical pixels around the same caller anchor. Exact donor copies in a guarded task-owned savestate move the Options Cancel bounds from 99..201 to 165..259, versus NUN5 164..258; the one-pixel X/Y difference is normal pulse timing. Record 2 is the shared Next label: NUN5 uses 66 pixels while NA2 retained 70, and the exact donor record plus the NUN5 Battle Results anchor reproduces the reference object's X=353 and 66x22 geometry. The Options-root caller loads nominal OK/Back X=400/470 directly, whereas its NUN5 homolog applies regional offsets -12/-8 before calling the same semantic compositor. Authored same-register NA2 constants X=388/462 reproduce those effective anchors; a guarded task-owned slot-1 render matches the NUN5 prompt positions. The Collection state renderer uses a separate nominal X=380/460 table at ETC offsets 0x2F010/0x2F018, while its NUN5 homolog adds the same -12/-8 regional offsets. Authored X=368/452 values in that dedicated NA2 table produce guarded slot-2 parity. The HOME action helper at NA2 FUN_006b44b0 is a different consumer: NUN5 homolog FUN_006c7250 applies state-specific regional geometry of -12 for Cross, localized-width-derived -24 for Play, and -8 for Triangle. A 16-byte tail-call wrapper in runtime-proven MWO3 header padding plus three guarded call redirects and the exact state-2 label compensation reproduce those effective anchors across every caller of this helper. NUN5's GP-relative language globals and rectangle accessors are ABI-incompatible with NA2, so these five rows are authored ports rather than literal donor code.
UI-ELF-009	front_end	1	runtime_proven	verified	Align shared Options Select legends	Copy NUN5's exact X-anchor instructions into the homologous Controls and Music Options footer calls so each paired Select icon and legend moves together from X=230 to X=200.	UI-OPTIONS-SELECT-LAYOUT-001	resident	NA2 FUN_00388b90 and FUN_0038a1f0 each load 230.0 for both Select footer calls; NUN5 homologs FUN_0039a450 and FUN_0039bb00 load 200.0 through same-register instructions. A guarded four-instruction state copy aligns the complete Music Options legend with NUN5 while preserving its vertical placement, internal spacing, OK, and Back.
UI-ETC-002	collection	1	approved_for_test	high	Use localized Collection submenu layout	Copy NUN5's Characters, Movie, Music, Play, Previous Page, Next Page, and Collection viewer-control draw records into NA2's Collection tables.	UI-COLLECTION-SUBMENU-LAYOUT-001	overlay	NA2 ccHomeIspSelectChar draw routine FUN_006b6ee0 uses centers 100/220 and 118-pixel page rectangles; NUN5 homolog FUN_006c9f90 uses centers 87/233 and 144-pixel rectangles. NA2's static category-title records overshoot or miss the imported NUN5 title rows, and its Play rectangle begins 24 pixels before the imported English control. The Collection viewer renderer FUN_006bafc0 places all four lower controls on Y=360 and retains two narrow Japanese rectangles; NUN5 homolog FUN_006ce150 uses the exact 2x2 English layout and four matching localized rectangles. NUN5 accessors FUN_003d4170 and FUN_003d4210 provide the other localized records. Whole HOME.CCS import supplies the English pixels but not these ETC-owned draw records. All eight edits are exact NUN5 donor copies; runtime acceptance is pending.
UI-BTL-014	battle_ui	1	approved_for_test	high	Use localized Victory character-name layouts	Derive every compatible NA2 prebuilt Victory name rectangle from the official NUN5 frame templates and English character-width table.	UI-VICTORY-NAME-LAYOUT-001	overlay	NUN5 builds each 24-byte rectangle at runtime from a localized width row and frame template, whereas NA2's BTL callback returns a pointer to a prebuilt rectangle. Each replacement is therefore the complete official frame template plus the verified NUN5 width minus the renderer's two-pixel border; zero-only aliases remain untouched.
UI-BTL-015	battle_ui	1	runtime_proven	verified	Align localized settings footer legends	Import NUN5's exact Select anchors and reproduce its effective OK and Back anchors in NA2's homologous Battle and Practice Settings footer renderers.	UI-SETTINGS-FOOTER-LAYOUT-001	overlay	NA2 FUN_008807a0/FUN_00882250 and NUN5 FUN_0089d280/FUN_0089f130 draw the same four-call footer contract. Every NUN5 Select call uses X=200 and is an exact same-register donor copy. NUN5 starts OK/Back at 400/470 but then applies runtime offsets -12/-8; NA2 lacks those additions, so authored X=388/X=462 constants reproduce the same effective positions. Guarded task-owned slot-6 and slot-10 states rendered Select, OK, and Back aligned with NUN5 while leaving the accepted Customize Jutsu footer untouched.
UI-BTL-016	battle_ui	1	runtime_proven	verified	Use localized Battle Results summary layout	Copy the official NUN5 result-label, title, moving-cloud, footer, shared-prompt, and rank-stamp geometry into the homologous NA2 screen while preserving NA2 renderer ABIs.	UI-BATTLE-RESULTS-LAYOUT-001	overlay	NA2 FUN_007168F0/FUN_00719D40 and NUN5 FUN_0072C440/FUN_0072FBC0 share the same result-screen objects and moving-cloud loop. A guarded task-owned slot-1 state was transitioned hidden into screen 2 after applying the exact candidate bytes: Health, Time, Bonus, Money, Next, and Display Details match; the five clouds retain their motion while sampling cloud art instead of animated Ninja Song letters. The title uses the identical pulse helper with the NUN5 rectangle and X offset; static size differences between captures are pulse phase, not clipping. The five possible rank labels share one renderer. NA2 omitted NUN5's centered pivot and anchor compensation, so an authored NA2 call-site port delegates the selected donor rectangle to resident helper FUN_0037BD00; live pivot, anchor, and size fields then match NUN5 bit-for-bit without changing rank selection.
